user_id,annual_income,monthly_income,monthly_expenses,annual_expenses,current_savings,savings_ratio,emergency_fund,emergency_fund_months,total_investments,investment_ratio,retirement_savings,total_debt,debt_ratio,emi_per_month,insurance_coverage,insurance_level,income_stability,financial_health_score,financial_risk_level,savings_quality
1546,1601387,133448,90163,1081956,18358413,11.46,665958,7.4,951488,0.59,1868408,11488413,7.17,17073,13754772,None,High,74,Moderate,Excellent
1547,1675352,139612,183640,2203680,12427627,7.42,80593,0.4,2407303,1.44,1741350,11480927,6.85,61253,198025,Strong,Low,65,Moderate,Excellent
1548,4970367,414197,45627,547524,13003257,2.62,1612071,35.3,9511922,1.91,2007261,3766788,0.76,164701,1180955,None,Low,72,Moderate,Excellent
1549,5693054,474421,264785,3177420,19176085,3.37,1352222,5.1,6476923,1.14,4739034,11502626,2.02,161493,12977751,Strong,High,77,Moderate,Excellent
1550,2243712,186976,272195,3266340,8390027,3.74,723824,2.7,10682012,4.76,7633369,8038452,3.58,40144,15241201,Moderate,Low,68,Moderate,Excellent
1551,1461377,121781,165399,1984788,5850321,4.0,814642,4.9,4315283,2.95,2689667,6175325,4.23,5488,14486675,Moderate,Low,77,Moderate,Excellent
1552,606976,50581,256136,3073632,13769780,22.69,1490416,5.8,14760678,24.32,9084837,3808186,6.27,105442,4195116,Moderate,Low,69,Moderate,Excellent
1553,3654033,304502,235798,2829576,14016546,3.84,965909,4.1,12305237,3.37,7588532,7447286,2.04,101827,15553054,Moderate,Moderate,77,Moderate,Excellent
1554,2984778,248731,224129,2689548,4466587,1.5,1516886,6.8,8890863,2.98,3454681,4127314,1.38,56874,23910548,Basic,High,82,Low,Excellent
1555,1882439,156869,205534,2466408,15548316,8.26,1149670,5.6,14469320,7.69,6848595,6288379,3.34,168820,10297821,Basic,Moderate,70,Moderate,Excellent
1556,1435574,119631,261537,3138444,3645695,2.54,1138394,4.4,10942728,7.62,7588667,5038538,3.51,163471,13828380,None,Low,63,Moderate,Excellent
1557,2071822,172651,192043,2304516,18511747,8.94,1866307,9.7,2629314,1.27,6447324,8682223,4.19,113189,6050375,Strong,Low,75,Moderate,Excellent
1558,1981855,165154,217359,2608308,19038546,9.61,1398786,6.4,2891398,1.46,4585548,11419079,5.76,147682,25811412,Basic,High,79,Moderate,Excellent
1559,3621184,301765,118709,1424508,5056091,1.4,862537,7.3,5309832,1.47,7861463,4122136,1.14,34224,25589289,Strong,Moderate,89,Low,Good
1560,5370054,447504,293180,3518160,1184526,0.22,1418071,4.8,1628473,0.3,1096542,1438647,0.27,5627,290872,None,Moderate,50,Moderate,Poor
1561,1004529,83710,179256,2151072,11968743,11.91,425736,2.4,12475274,12.42,2526697,3573745,3.56,80625,28208490,None,Moderate,62,Moderate,Excellent
1562,5478046,456503,180412,2164944,19577283,3.57,1896905,10.5,13895804,2.54,7492990,7970642,1.46,88767,23609006,Basic,Moderate,83,Low,Excellent
1563,2793765,232813,68214,818568,18853817,6.75,335150,4.9,14773367,5.29,2550420,2738993,0.98,108838,3974202,Strong,Low,76,Moderate,Excellent
1564,4961579,413464,261188,3134256,9436667,1.9,1446958,5.5,14226990,2.87,4184066,1901872,0.38,174029,4920632,Strong,Low,81,Low,Excellent
1565,580329,48360,86092,1033104,12782532,22.03,991560,11.5,6364768,10.97,8000719,2859809,4.93,5230,19668781,Moderate,Moderate,86,Low,Excellent
1566,5156423,429701,110333,1323996,15010018,2.91,1874828,17.0,333139,0.06,8250481,11270291,2.19,148578,11536980,Moderate,Low,64,Moderate,Excellent
1567,3353517,279459,51118,613416,5947035,1.77,282996,5.5,10469504,3.12,5034918,11364435,3.39,103184,5015917,None,High,75,Moderate,Excellent
1568,1903661,158638,183138,2197656,9809620,5.15,1491931,8.1,13300672,6.99,1393728,5951077,3.13,158023,26820650,Strong,Low,73,Moderate,Excellent
1569,5466558,455546,234015,2808180,5672717,1.04,765913,3.3,14281652,2.61,4239867,3221613,0.59,134590,9403489,None,Moderate,70,Moderate,Good
1570,2922338,243528,102494,1229928,1745201,0.6,1361901,13.3,4006465,1.37,5144500,4414310,1.51,117684,14527380,Moderate,Low,62,Moderate,Average
1571,2538718,211559,255169,3062028,2692548,1.06,698181,2.7,9248844,3.64,526365,2191940,0.86,163622,358290,None,Moderate,57,Moderate,Good
1572,3443300,286941,119670,1436040,15774642,4.58,796953,6.7,6516222,1.89,603697,11665001,3.39,176135,9069215,Strong,Moderate,72,Moderate,Excellent
1573,3326890,277240,283741,3404892,14244333,4.28,853949,3.0,11866198,3.57,5739966,2220298,0.67,90764,24129566,Moderate,High,88,Low,Excellent
1574,1868191,155682,271287,3255444,9450308,5.06,559252,2.1,1397644,0.75,7547636,11271066,6.03,22228,27027261,Moderate,High,72,Moderate,Excellent
1575,1202319,100193,27062,324744,4312611,3.59,1690779,62.5,12785301,10.63,1795994,4076209,3.39,19507,5942732,Moderate,Low,82,Low,Excellent
1576,1541897,128491,139227,1670724,2932223,1.9,1811290,13.0,1265195,0.82,161820,225606,0.15,89426,29197710,None,Low,64,Moderate,Excellent
1577,5138502,428208,256572,3078864,11103182,2.16,1648637,6.4,11155809,2.17,1775578,10277138,2.0,31975,1884632,Basic,Low,72,Moderate,Excellent
1578,930782,77565,112294,1347528,3077071,3.31,1506288,13.4,1536556,1.65,64443,7264020,7.8,179726,7820724,Basic,Low,62,Moderate,Excellent
1579,916155,76346,217847,2614164,10751006,11.73,1311667,6.0,8880742,9.69,3231939,7986694,8.72,51720,23764511,Strong,High,85,Low,Excellent
1580,1810825,150902,261001,3132012,9665806,5.34,1534202,5.9,11344071,6.26,9928958,1027878,0.57,116003,6205148,None,Low,70,Moderate,Excellent
1581,1725144,143762,118662,1423944,8833593,5.12,301765,2.5,14733359,8.54,9093224,9654181,5.6,49635,23486995,None,High,70,Moderate,Excellent
1582,885686,73807,113670,1364040,6276291,7.09,1779677,15.7,5392288,6.09,3820432,2725015,3.08,103459,21317027,Moderate,High,82,Low,Excellent
1583,3708471,309039,280632,3367584,9576536,2.58,457720,1.6,7155873,1.93,4210238,5784096,1.56,63116,17802332,None,High,69,Moderate,Excellent
1584,5983873,498656,146946,1763352,9443865,1.58,1581875,10.8,2705563,0.45,1084703,1033804,0.17,16458,16573307,Moderate,High,83,Low,Excellent
1585,756705,63058,240493,2885916,2682730,3.55,1413553,5.9,12825071,16.95,7481497,201308,0.27,176816,2960564,Moderate,High,89,Low,Excellent
1586,3282312,273526,49539,594468,19099220,5.82,550370,11.1,12199534,3.72,5353005,7562950,2.3,93877,24903852,Strong,Moderate,85,Low,Excellent
1587,4441744,370145,172415,2068980,16411051,3.69,657404,3.8,9158965,2.06,3192453,3827078,0.86,153938,5722807,None,High,74,Moderate,Excellent
1588,3210297,267524,229817,2757804,15600959,4.86,1845440,8.0,7745037,2.41,5441988,6765272,2.11,121536,29148142,Strong,Moderate,81,Low,Excellent
1589,1530813,127567,89492,1073904,12937386,8.45,879959,9.8,410703,0.27,2339281,5313738,3.47,99996,29200761,Basic,Moderate,63,Moderate,Excellent
1590,3317798,276483,22313,267756,14575416,4.39,1659633,74.4,13713776,4.13,2898766,2534008,0.76,155434,6170982,Basic,Low,75,Moderate,Excellent
1591,387483,32290,220149,2641788,15847363,40.9,314362,1.4,4544781,11.73,5659210,3317803,8.56,5683,16687371,Strong,Low,75,Moderate,Excellent
1592,2796128,233010,160578,1926936,7641662,2.73,398345,2.5,8162698,2.92,8374127,7262122,2.6,114060,28574856,Basic,Moderate,65,Moderate,Excellent
1593,5835044,486253,46331,555972,11857109,2.03,222322,4.8,1122497,0.19,5423780,11845118,2.03,124964,20394976,Moderate,Low,57,Moderate,Excellent
1594,2222601,185216,286981,3443772,16583660,7.46,1685317,5.9,3630654,1.63,6985116,8229339,3.7,3399,10335022,Basic,Moderate,78,Moderate,Excellent
1595,5538673,461556,177850,2134200,14394765,2.6,1282674,7.2,2044259,0.37,2171442,8885829,1.6,73897,11445324,Moderate,High,72,Moderate,Excellent
1596,1324861,110405,208759,2505108,18969249,14.32,993049,4.8,1059061,0.8,297120,7500727,5.66,96995,13992217,Basic,Low,51,Moderate,Excellent
1597,2986369,248864,137388,1648656,10487002,3.51,1329324,9.7,7989103,2.68,4706534,9311283,3.12,89327,19368282,Moderate,High,86,Low,Excellent
1598,1880558,156713,81654,979848,10798915,5.74,1639123,20.1,10614638,5.64,9601180,3840752,2.04,155408,20447638,Basic,Low,71,Moderate,Excellent
1599,4348572,362381,261285,3135420,650865,0.15,657373,2.5,8572494,1.97,1603610,6444855,1.48,38890,20924778,Moderate,Low,47,High,Poor
1600,4689549,390795,272394,3268728,15525275,3.31,1263743,4.6,14946999,3.19,4462862,1122822,0.24,117829,13072017,Basic,Moderate,84,Low,Excellent
1601,1450270,120855,205726,2468712,1980424,1.37,993519,4.8,4137020,2.85,3746911,10621149,7.32,800,10979492,Moderate,High,85,Low,Good
1602,4297948,358162,91609,1099308,9152225,2.13,671163,7.3,8131878,1.89,5270869,10146374,2.36,140590,6712843,Basic,High,83,Low,Excellent
1603,5325790,443815,78104,937248,9919346,1.86,1538093,19.7,1016077,0.19,3270602,8782909,1.65,132154,9477659,Basic,Moderate,61,Moderate,Excellent
1604,3798308,316525,20722,248664,10005160,2.63,547331,26.4,3426579,0.9,2416919,4967790,1.31,6627,967080,Strong,Low,74,Moderate,Excellent
1605,3342306,278525,258762,3105144,4953128,1.48,936766,3.6,10500689,3.14,6409222,9315790,2.79,41150,19926133,Strong,Moderate,84,Low,Good
1606,1153829,96152,158420,1901040,15298916,13.26,578707,3.7,3318209,2.88,7605673,4777526,4.14,42703,19679014,Basic,Moderate,70,Moderate,Excellent
1607,392239,32686,79967,959604,1759040,4.48,1819777,22.8,5478399,13.97,9270672,8004435,20.41,96684,4756436,Moderate,High,82,Low,Excellent
1608,3395971,282997,28351,340212,14571334,4.29,1355448,47.8,5433875,1.6,6636021,2986318,0.88,85618,20571620,None,High,87,Low,Excellent
1609,2623212,218601,184876,2218512,18978953,7.24,1586477,8.6,9538344,3.64,660711,8585041,3.27,14643,24252360,Basic,Moderate,75,Moderate,Excellent
1610,785846,65487,50596,607152,4694648,5.97,317865,6.3,1715524,2.18,8770802,2741090,3.49,61607,3082290,Moderate,Moderate,78,Moderate,Excellent
1611,3086675,257222,57550,690600,13845960,4.49,720525,12.5,12597184,4.08,1167300,8262035,2.68,105004,18290902,None,High,69,Moderate,Excellent
1612,3742621,311885,222612,2671344,5200400,1.39,1149443,5.2,13805064,3.69,1501119,3477154,0.93,117571,5337183,None,Moderate,71,Moderate,Good
1613,2157537,179794,140443,1685316,1896301,0.88,1352156,9.6,11467595,5.32,9356394,406431,0.19,13758,21572230,Basic,Moderate,88,Low,Good
1614,605633,50469,37112,445344,7348450,12.13,1590747,42.9,3903481,6.45,2560718,2309771,3.81,131225,10719265,Moderate,Moderate,78,Moderate,Excellent
1615,5571150,464262,222517,2670204,646115,0.12,1070065,4.8,12843574,2.31,4859342,8258203,1.48,6163,22469459,Strong,High,67,Moderate,Poor
1616,820102,68341,36039,432468,6715060,8.19,1236624,34.3,604073,0.74,3503696,3850471,4.7,152761,16490830,None,Moderate,64,Moderate,Excellent
1617,926351,77195,207999,2495988,17084193,18.44,1884456,9.1,13908927,15.01,2754469,6663599,7.19,55778,5108858,None,High,76,Moderate,Excellent
1618,5474356,456196,162543,1950516,8913624,1.63,1166567,7.2,6279721,1.15,8571137,6516602,1.19,41907,28011989,Basic,High,84,Low,Excellent
1619,2399817,199984,190366,2284392,6569032,2.74,685890,3.6,4367811,1.82,6587279,1999301,0.83,170514,9575821,Strong,Low,79,Moderate,Excellent
1620,3987489,332290,283333,3399996,13612725,3.41,429056,1.5,3100967,0.78,1890683,698940,0.18,101568,26999097,None,High,69,Moderate,Excellent
1621,1974556,164546,119932,1439184,19132971,9.69,1542880,12.9,12537161,6.35,5009840,11572081,5.86,176739,7192138,Moderate,Moderate,78,Moderate,Excellent
1622,4140466,345038,43504,522048,7711145,1.86,1188763,27.3,14935186,3.61,4233438,3637402,0.88,133981,799015,Moderate,Low,83,Low,Excellent
1623,2065492,172124,109853,1318236,11204899,5.42,432752,3.9,8381774,4.06,6519151,5492169,2.66,120031,13111541,Basic,Moderate,70,Moderate,Excellent
1624,4278004,356500,164601,1975212,8338895,1.95,162894,1.0,10340977,2.42,1799550,4542,0.0,8178,20779479,None,Low,71,Moderate,Excellent
1625,2550419,212534,15004,180048,10181976,3.99,933359,62.2,6399181,2.51,9531319,2675751,1.05,25488,1796431,Moderate,Low,82,Low,Excellent
1626,5667129,472260,115026,1380312,14199083,2.51,1555764,13.5,14704301,2.59,6254897,1276737,0.23,73394,14008540,None,Moderate,91,Low,Excellent
1627,543540,45295,77954,935448,10135120,18.65,297456,3.8,4407805,8.11,7665973,3433725,6.32,31542,21364435,None,Moderate,67,Moderate,Excellent
1628,1714494,142874,22520,270240,3777785,2.2,180554,8.0,12160277,7.09,3939337,7637736,4.45,151985,23317598,Moderate,Moderate,78,Moderate,Excellent
1629,439238,36603,266514,3198168,2123453,4.83,1533928,5.8,11606503,26.42,2571860,3615080,8.23,17080,13339193,Strong,Low,72,Moderate,Excellent
1630,561730,46810,275793,3309516,14511873,25.83,1741582,6.3,7813176,13.91,6919330,2936396,5.23,3478,19352877,None,High,84,Low,Excellent
1631,778568,64880,162232,1946784,9447874,12.13,1507581,9.3,8039158,10.33,3400718,4484288,5.76,6399,22523162,Moderate,Low,82,Low,Excellent
1632,2219800,184983,249875,2998500,65383,0.03,1363530,5.5,740262,0.33,9449128,7303868,3.29,146523,23586985,Strong,Low,41,High,Poor
1633,646735,53894,165217,1982604,12214980,18.89,185421,1.1,10033598,15.51,6162223,7654730,11.84,123856,18273433,Basic,Moderate,65,Moderate,Excellent
1634,5774748,481229,209653,2515836,18489299,3.2,1134070,5.4,2444368,0.42,5380641,10725912,1.86,90908,13656709,Basic,High,69,Moderate,Excellent
1635,3620368,301697,210092,2521104,15686165,4.33,728628,3.5,12873380,3.56,4906489,2476873,0.68,176333,25221498,Strong,High,87,Low,Excellent
1636,4798878,399906,228818,2745816,12090629,2.52,905364,4.0,1450315,0.3,4247996,2309241,0.48,87242,12034924,Strong,Moderate,77,Moderate,Excellent
1637,4773236,397769,101128,1213536,1434644,0.3,720274,7.1,8495191,1.78,2433543,10046071,2.1,89561,18126474,Basic,High,62,Moderate,Average
1638,1420389,118365,122905,1474860,13299305,9.36,171428,1.4,13815087,9.73,7029251,1877034,1.32,131434,18253501,None,High,66,Moderate,Excellent
1639,1120865,93405,17118,205416,8546889,7.63,1959799,114.5,9234994,8.24,2763239,3804776,3.39,179309,23815357,Moderate,Moderate,78,Moderate,Excellent
1640,1230807,102567,185649,2227788,12526611,10.18,1150184,6.2,6626337,5.38,8776514,11020817,8.95,102970,7350817,Moderate,High,82,Low,Excellent
1641,3672539,306044,70798,849576,7577087,2.06,1343161,19.0,10802887,2.94,7611052,2612232,0.71,49369,24031747,None,High,91,Low,Excellent
1642,1154299,96191,274628,3295536,4843768,4.2,1920663,7.0,1211426,1.05,5143155,4057290,3.51,106461,10162214,Basic,High,74,Moderate,Excellent
1643,5604017,467001,65639,787668,6409117,1.14,49294,0.8,272126,0.05,521728,4962433,0.89,31739,6948700,Basic,High,57,Moderate,Good
1644,848411,70700,50138,601656,8503830,10.02,949169,18.9,1995699,2.35,7078601,5998094,7.07,173430,13522463,None,High,76,Moderate,Excellent
1645,5262703,438558,172399,2068788,11514860,2.19,813165,4.7,6290045,1.2,3497183,5096693,0.97,112334,20778842,Strong,High,83,Low,Excellent
1646,5407342,450611,36954,443448,16486415,3.05,66098,1.8,8388521,1.55,5362532,5897140,1.09,8137,8582625,Strong,Moderate,77,Moderate,Excellent
1647,4771604,397633,66383,796596,14183514,2.97,1444080,21.8,9850318,2.06,5889724,11489845,2.41,128531,916979,Strong,Low,81,Low,Excellent
1648,4339013,361584,60523,726276,15934053,3.67,528810,8.7,9122358,2.1,1544323,1391916,0.32,64327,24302758,None,Moderate,85,Low,Excellent
1649,3436422,286368,191885,2302620,8099323,2.36,1265859,6.6,7873203,2.29,576165,5416901,1.58,81215,18543043,Strong,Low,72,Moderate,Excellent
1650,5398233,449852,230276,2763312,3186119,0.59,21587,0.1,11472659,2.13,2153928,9956087,1.84,177010,26200471,None,High,52,Moderate,Average
1651,3978148,331512,51228,614736,16846761,4.23,380073,7.4,7770870,1.95,4609391,11695918,2.94,148124,13025095,None,Moderate,71,Moderate,Excellent
1652,5162881,430240,76692,920304,17338793,3.36,1029909,13.4,2917871,0.57,7578703,4922258,0.95,42662,1336019,Moderate,High,88,Low,Excellent
1653,3030115,252509,238730,2864760,3680067,1.21,1440339,6.0,2597049,0.86,1288836,3340730,1.1,126391,16315757,Basic,Low,56,Moderate,Good
1654,3498938,291578,107605,1291260,12640612,3.61,92011,0.9,5071360,1.45,3064824,3748410,1.07,89147,29043561,Strong,Low,68,Moderate,Excellent
1655,3980132,331677,75864,910368,3407040,0.86,344841,4.5,2335477,0.59,2214575,10153671,2.55,147526,794508,Strong,Moderate,54,Moderate,Good
1656,3325898,277158,240429,2885148,689127,0.21,1485640,6.2,8810978,2.65,6178852,10650713,3.2,142471,3567779,Strong,Moderate,64,Moderate,Poor
1657,531327,44277,161225,1934700,14639500,27.55,1168704,7.2,11778406,22.17,7084267,1123042,2.11,17085,2927387,Moderate,High,86,Low,Excellent
1658,3250123,270843,263840,3166080,13466298,4.14,1063494,4.0,4080755,1.26,2307324,2030225,0.62,6320,5435661,None,High,79,Moderate,Excellent
1659,1816914,151409,118031,1416372,14968703,8.24,1383830,11.7,9158999,5.04,6263217,9351091,5.15,68945,16034983,None,High,76,Moderate,Excellent
1660,1806172,150514,231665,2779980,3887275,2.15,1173705,5.1,666991,0.37,3896479,3396501,1.88,38636,10077842,Basic,High,67,Moderate,Excellent
1661,3527511,293959,20868,250416,12477502,3.54,125816,6.0,8559668,2.43,204101,1891674,0.54,137511,22344271,Moderate,High,79,Moderate,Excellent
1662,4700318,391693,19643,235716,10178540,2.17,1846300,94.0,13614068,2.9,2299515,5360810,1.14,63878,28876463,Strong,Low,79,Moderate,Excellent
1663,1832653,152721,263910,3166920,16048260,8.76,1003978,3.8,3592379,1.96,1661733,2892693,1.58,101674,18556692,None,Low,60,Moderate,Excellent
1664,5845892,487157,81561,978732,17108327,2.93,304931,3.7,14448294,2.47,1140750,8014281,1.37,134580,2435719,Basic,Low,62,Moderate,Excellent
1665,5509161,459096,231797,2781564,12137393,2.2,1966307,8.5,3780612,0.69,4403489,6818117,1.24,15642,25245379,Strong,Low,73,Moderate,Excellent
1666,2938444,244870,221899,2662788,928291,0.32,403923,1.8,11268517,3.83,6269347,6556137,2.23,117919,20348632,Basic,High,54,Moderate,Average
1667,1318090,109840,266325,3195900,17097569,12.97,1863831,7.0,6820472,5.17,2638806,4049023,3.07,157018,17490532,Moderate,Moderate,78,Moderate,Excellent
1668,879610,73300,241881,2902572,1037302,1.18,875176,3.6,1112899,1.27,9423538,1423423,1.62,38158,25934826,None,Moderate,62,Moderate,Good
1669,2576911,214742,221185,2654220,9423207,3.66,974141,4.4,10907989,4.23,5729127,5091832,1.98,140323,20310359,Moderate,Moderate,73,Moderate,Excellent
1670,4191906,349325,283141,3397692,16367432,3.9,809697,2.9,12707360,3.03,9891193,11664352,2.78,146849,22890289,Basic,Moderate,65,Moderate,Excellent
1671,3077592,256466,62703,752436,16430784,5.34,718085,11.5,8937879,2.9,8673780,10340916,3.36,165508,2111727,Moderate,High,82,Low,Excellent
1672,2499922,208326,157213,1886556,9695451,3.88,1246618,7.9,8615400,3.45,3822558,5252134,2.1,84977,8033427,Basic,Moderate,75,Moderate,Excellent
1673,2819830,234985,115582,1386984,11240683,3.99,1085636,9.4,11343077,4.02,6904482,4672826,1.66,69182,20057514,Strong,High,89,Low,Excellent
1674,5779024,481585,113751,1365012,4673383,0.81,1682428,14.8,12916930,2.24,4949535,3187101,0.55,179825,12129488,Moderate,Low,74,Moderate,Good
1675,4131328,344277,287688,3452256,5818862,1.41,245808,0.9,12156648,2.94,4889906,10713852,2.59,64756,6903281,Moderate,Low,71,Moderate,Good
1676,5681433,473452,275547,3306564,12582865,2.21,515131,1.9,6570465,1.16,8125932,4542271,0.8,148947,15404142,Moderate,Low,72,Moderate,Excellent
1677,2386794,198899,52775,633300,8473691,3.55,260947,4.9,6317662,2.65,9238934,6594804,2.76,856,2232926,Basic,Moderate,78,Moderate,Excellent
1678,4402827,366902,253425,3041100,18476552,4.2,1223863,4.8,13776749,3.13,4648826,8575143,1.95,148754,14109410,Basic,Moderate,68,Moderate,Excellent
1679,677760,56480,239241,2870892,16426894,24.24,1248375,5.2,1813267,2.68,7992131,7334532,10.82,101419,10507301,None,Low,63,Moderate,Excellent
1680,1769216,147434,79443,953316,12124388,6.85,1594096,20.1,13443579,7.6,914394,688446,0.39,18423,9306523,None,High,90,Low,Excellent
1681,4739772,394981,155726,1868712,4275576,0.9,1643895,10.6,1608777,0.34,7101189,3437529,0.73,10469,29907452,None,Low,65,Moderate,Good
1682,1184759,98729,192002,2304024,9300409,7.85,595985,3.1,7210891,6.09,4037944,3866952,3.26,57786,20747104,Moderate,High,77,Moderate,Excellent
1683,3215804,267983,138921,1667052,5090304,1.58,48138,0.3,9289716,2.89,9799907,5313642,1.65,57638,5766071,Strong,Low,71,Moderate,Excellent
1684,4794203,399516,24143,289716,5381989,1.12,191213,7.9,9583821,2.0,4525304,8158040,1.7,32653,3210610,Basic,Moderate,77,Moderate,Good
1685,2103659,175304,141890,1702680,15418483,7.33,1278438,9.0,2779020,1.32,2911570,3696718,1.76,73261,3603306,None,Low,66,Moderate,Excellent
1686,5880111,490009,176739,2120868,14602663,2.48,1215588,6.9,14443425,2.46,6487804,7485410,1.27,55938,7790692,None,Low,75,Moderate,Excellent
1687,3677036,306419,247853,2974236,14848760,4.04,315381,1.3,12401120,3.37,6450428,10318875,2.81,99657,772644,Moderate,Low,68,Moderate,Excellent
1688,5898143,491511,272697,3272364,14651552,2.48,1655885,6.1,14682525,2.49,8790177,5742652,0.97,84431,695107,Strong,High,100,Low,Excellent
1689,5414344,451195,218371,2620452,14837416,2.74,1272035,5.8,3447207,0.64,6257248,2424571,0.45,20278,20164654,Strong,Low,83,Low,Excellent
1690,3639050,303254,123596,1483152,7312462,2.01,658949,5.3,5926811,1.63,6796488,4599335,1.26,65212,23989197,Moderate,Low,73,Moderate,Excellent
1691,3433007,286083,261264,3135168,814566,0.24,1439678,5.5,9450758,2.75,4094863,10829311,3.15,16959,15174851,None,Moderate,58,Moderate,Poor
1692,5045402,420450,195975,2351700,12063508,2.39,798953,4.1,343834,0.07,8236899,7319762,1.45,116739,14231703,None,Moderate,57,Moderate,Excellent
1693,2388472,199039,197572,2370864,7669094,3.21,564388,2.9,6150439,2.58,4359712,8028413,3.36,41444,5655319,Basic,High,73,Moderate,Excellent
1694,5660727,471727,286145,3433740,17815274,3.15,1698991,5.9,3283506,0.58,608900,6399569,1.13,95570,1609892,Basic,Low,52,Moderate,Excellent
1695,1581722,131810,63432,761184,18549696,11.73,104994,1.7,4200865,2.66,1329684,8812297,5.57,66884,15203541,Basic,Moderate,62,Moderate,Excellent
1696,1438112,119842,243533,2922396,9345360,6.5,1826637,7.5,3120898,2.17,3843470,6869672,4.78,81683,5591134,None,Low,68,Moderate,Excellent
1697,1024025,85335,42339,508068,19213571,18.76,1372841,32.4,13138250,12.83,2951849,4835914,4.72,143638,15778916,Strong,Low,77,Moderate,Excellent
1698,2231768,185980,24008,288096,6556032,2.94,1263815,52.6,11954254,5.36,1292642,1130484,0.51,26610,9027622,Basic,High,89,Low,Excellent
1699,1291338,107611,257502,3090024,18570319,14.38,1595639,6.2,6189628,4.79,3001846,2562193,1.98,139895,6268193,Basic,Low,71,Moderate,Excellent
1700,2980306,248358,105069,1260828,9138128,3.07,1076354,10.2,13645006,4.58,347589,8403927,2.82,132254,1907571,Strong,Low,68,Moderate,Excellent
1701,1650908,137575,40346,484152,15739273,9.53,326965,8.1,14202536,8.6,2219474,4058837,2.46,159637,27993788,Moderate,High,82,Low,Excellent
1702,2592745,216062,257433,3089196,8247307,3.18,954087,3.7,2938445,1.13,1843416,11969364,4.62,65068,5438733,None,Low,59,Moderate,Excellent
1703,3416071,284672,86252,1035024,19239,0.01,602307,7.0,7730483,2.26,8873352,8220106,2.41,177609,25308716,Strong,High,65,Moderate,Poor
1704,4792170,399347,226759,2721108,17617780,3.68,978573,4.3,10860785,2.27,8718383,5938052,1.24,158732,19376740,Strong,Moderate,80,Low,Excellent
1705,4641188,386765,228740,2744880,5600084,1.21,1055187,4.6,14393623,3.1,8384022,2117953,0.46,9546,6942177,None,High,89,Low,Good
1706,3332824,277735,171469,2057628,3876751,1.16,1267509,7.4,6919142,2.08,6418497,6307297,1.89,78516,12536721,None,Moderate,73,Moderate,Good
1707,4337110,361425,119177,1430124,538264,0.12,452083,3.8,7307107,1.68,2469105,7548747,1.74,154777,26525593,Basic,High,50,Moderate,Poor
1708,2783125,231927,222807,2673684,8203782,2.95,298456,1.3,274777,0.1,3809627,7365634,2.65,66301,16333486,Strong,Moderate,61,Moderate,Excellent
1709,4152419,346034,209808,2517696,6868337,1.65,971609,4.6,2187985,0.53,6975966,861447,0.21,64321,4883427,None,Moderate,77,Moderate,Excellent
1710,3387638,282303,42849,514188,11762677,3.47,975363,22.8,6485347,1.91,7270949,1310694,0.39,156824,9863360,Moderate,High,94,Low,Excellent
1711,4877212,406434,265142,3181704,1359773,0.28,1958692,7.4,14573176,2.99,8043979,1136751,0.23,92401,11121696,Basic,Moderate,75,Moderate,Poor
1712,4500654,375054,102003,1224036,370983,0.08,212447,2.1,2448450,0.54,9421918,4523281,1.01,15699,828241,Basic,High,49,High,Poor
1713,4621228,385102,209650,2515800,809998,0.18,940276,4.5,6768131,1.46,5604276,10283192,2.23,120662,11640896,Moderate,Moderate,59,Moderate,Poor
1714,3336735,278061,41694,500328,17347558,5.2,1228136,29.5,2068593,0.62,7355095,8179175,2.45,113615,25623494,None,High,67,Moderate,Excellent
1715,4846871,403905,280262,3363144,2257850,0.47,321556,1.1,13836387,2.85,6340529,5539032,1.14,173176,23966963,Strong,High,62,Moderate,Average
1716,5578483,464873,155040,1860480,4830210,0.87,298238,1.9,12786063,2.29,3293942,1563462,0.28,161709,12881195,Moderate,Moderate,72,Moderate,Good
1717,2097486,174790,36963,443556,1476845,0.7,635248,17.2,203251,0.1,2230397,3263058,1.56,109674,19102366,Basic,Moderate,50,Moderate,Average
1718,1522102,126841,238824,2865888,18356152,12.06,1191574,5.0,4280671,2.81,3533549,9512,0.01,17361,5482506,None,Moderate,87,Low,Excellent
1719,4298883,358240,49649,595788,7351589,1.71,982110,19.8,2778372,0.65,8279258,1916579,0.45,20963,22461911,Strong,Moderate,92,Low,Excellent
1720,5424079,452006,210096,2521152,15734555,2.9,541240,2.6,9681182,1.78,9371225,9192662,1.69,86664,21190446,Moderate,High,80,Low,Excellent
1721,1555253,129604,287655,3451860,9360499,6.02,1690700,5.9,9963155,6.41,4115393,3794987,2.44,5826,14558374,Strong,Moderate,84,Low,Excellent
1722,3002752,250229,281776,3381312,10085420,3.36,1046215,3.7,12151348,4.05,6789891,860445,0.29,155108,10077821,Moderate,Low,81,Low,Excellent
1723,1491278,124273,132244,1586928,7346828,4.93,1847058,14.0,4173131,2.8,7790459,2571246,1.72,25846,23400247,Moderate,Moderate,82,Low,Excellent
1724,3604190,300349,234829,2817948,19011030,5.27,694604,3.0,5017805,1.39,1361122,4068377,1.13,42584,20906362,Strong,High,80,Low,Excellent
1725,806337,67194,179603,2155236,1909349,2.37,913568,5.1,6810286,8.45,7250571,2584462,3.21,108586,15877089,None,Moderate,67,Moderate,Excellent
