user_id,age,retirement_age,annual_income,monthly_income,current_savings,emergency_fund,stock_investments,mutual_fund_investments,fd_investments,gold_investments,monthly_sip,epf_balance,ppf_balance,nps_contribution,monthly_expenses,total_loans,emi_per_month,dependents,risk_appetite,smoker,diabetes,blood_pressure,insurance_cover,inflation_rate,expected_market_return,retirement_readiness_score,retirement_status
751,31,58,4592304,382692,7695201,674528,3100146,2773793,205512,767999,81297,1428040,1646557,37802,211778,702514,144845,0,Moderate,Yes,Yes,High,18832176,7.57,12.38,74,Partially Ready
752,51,65,3278602,273216,620236,1309457,4410913,774966,527503,135296,15915,2246558,1681902,3079,79178,6571242,66273,4,Aggressive,Yes,No,High,6054068,8.17,8.87,34,Not Ready
753,57,69,4481278,373439,8405568,1081424,1626183,1585815,787203,1107970,16820,3352999,561616,15874,96191,1099420,37093,2,Aggressive,Yes,No,High,10085353,7.48,12.33,63,Partially Ready
754,32,50,2336051,194670,14136140,273700,3089159,3029333,2215939,903639,56065,873194,649246,16505,58079,7750491,10689,5,Moderate,Yes,No,High,9851316,8.11,10.04,52,Partially Ready
755,24,55,3682950,306912,7736617,1417152,3095795,1425772,2279475,1432739,49009,2464850,401965,47791,27197,1419467,123163,2,Moderate,Yes,Yes,Normal,12460506,5.89,10.88,69,Partially Ready
756,37,67,4502439,375203,17456257,374246,2310501,1390626,563101,976607,16129,2851531,78729,18985,45158,4888482,62604,2,Conservative,No,No,Normal,13344605,5.02,9.51,62,Partially Ready
757,36,54,1157111,96425,3071832,198337,3814668,2207090,1956433,259582,142705,405424,1271831,13016,141403,9954219,23964,1,Conservative,No,No,Normal,1415707,7.15,9.39,58,Partially Ready
758,48,54,944585,78715,2864052,1283195,4235294,2083169,1373387,816506,24984,3873130,1050009,26686,289975,140625,2797,0,Conservative,Yes,No,High,3858587,8.56,9.46,72,Partially Ready
759,57,64,4694537,391211,490240,512514,3164947,1400276,1980856,1335536,130377,2213645,1529371,18589,77757,6971116,805,3,Moderate,No,Yes,Normal,2658590,8.41,12.76,51,Partially Ready
760,41,69,894858,74571,4183021,1103021,4823686,1203078,456575,1130845,76609,1894517,485175,26017,292814,8008551,89902,3,Conservative,Yes,Yes,Normal,17073596,8.19,12.11,57,Partially Ready
761,31,52,2314460,192871,15192844,576758,2811788,1416394,1754347,160945,24176,2140330,1958274,2390,169113,2181918,136231,0,Moderate,Yes,No,Normal,16621381,6.68,14.58,71,Partially Ready
762,47,65,3952158,329346,1605529,1089133,805183,488689,540169,894468,4710,353651,1979392,12644,44038,8728456,53262,4,Conservative,Yes,No,Normal,15388364,5.81,10.78,39,Not Ready
763,26,60,2085544,173795,3403622,368067,1833783,1065466,1428300,746156,13645,3605368,1067609,36063,111156,7318900,149957,3,Moderate,Yes,Yes,High,9844234,4.54,12.38,53,Partially Ready
764,24,53,2330882,194240,10250755,1162935,41599,3329486,2213795,938328,50874,2874014,625874,15559,265026,9232304,138571,1,Aggressive,No,Yes,Normal,3538481,4.68,8.32,47,Not Ready
765,45,64,451449,37620,1643542,1064093,3089044,2367524,2436234,1483834,16997,2427240,599291,37623,110304,264631,118779,1,Moderate,No,No,High,18645486,8.96,12.08,70,Partially Ready
766,60,69,4126901,343908,3058311,1095158,2479232,608933,2245062,767936,100689,4771114,520514,9629,188200,9484829,26986,2,Aggressive,Yes,Yes,Normal,3735786,5.47,13.41,58,Partially Ready
767,33,57,2769871,230822,4790980,901512,3390777,2365231,2348175,114866,106907,192608,1170019,30997,96265,6677227,30858,0,Aggressive,No,Yes,Normal,10485155,6.29,10.92,56,Partially Ready
768,57,65,4662023,388501,7445307,683206,3035012,2727092,1023249,1090956,36312,4707294,1587569,1146,164265,51543,90356,0,Conservative,No,No,Normal,18529845,8.8,14.21,76,Partially Ready
769,31,62,3309179,275764,18320402,1418836,1229872,1820938,2772093,557923,24509,4618884,802021,37546,213336,5783398,106672,1,Conservative,No,No,Normal,4989469,7.15,14.46,65,Partially Ready
770,34,66,2931461,244288,19226593,706430,1008192,1056673,805477,560038,104509,4542163,312375,15768,177918,8540127,71277,0,Conservative,No,Yes,Normal,318551,7.13,8.28,66,Partially Ready
771,54,65,3577202,298100,13112280,131292,462639,489827,1623981,1056753,52968,629621,170318,43798,116362,5617699,6680,4,Conservative,No,Yes,High,2554936,4.24,8.46,59,Partially Ready
772,42,51,4101187,341765,13733196,371592,4377240,821662,2443024,929696,107776,1205007,105485,47839,208127,3699556,73347,3,Moderate,No,No,Normal,2052263,5.35,14.27,69,Partially Ready
773,50,59,3682448,306870,13862551,1408014,1090760,2501113,575429,722574,5101,4659573,1674926,6033,272999,7954738,100787,4,Aggressive,Yes,No,Normal,13430467,8.62,14.87,57,Partially Ready
774,55,70,4775624,397968,8868073,140840,1638031,832314,850044,951826,60847,748153,1965538,8694,179731,6004212,44891,3,Conservative,No,Yes,High,457065,5.01,14.41,65,Partially Ready
775,35,55,1152757,96063,2687196,1264429,1370554,1948,1593120,236181,57375,3539150,499065,33639,181595,2220569,122612,2,Moderate,Yes,Yes,Normal,15115251,6.48,12.01,69,Partially Ready
776,26,67,2789136,232428,10354507,554903,4970711,206293,707552,1213845,84678,400854,295386,25925,169149,8560886,11272,2,Moderate,Yes,Yes,High,6974978,8.87,8.66,55,Partially Ready
777,38,53,3641682,303473,15833938,1120260,908340,3890988,594640,971411,130982,4306634,357183,12232,54415,235107,42330,4,Aggressive,Yes,Yes,Normal,8861007,7.2,14.15,77,Partially Ready
778,55,66,1739649,144970,19260576,1145307,2853280,3080917,2060686,1440280,114800,1961797,1589386,27919,136440,9048957,63708,1,Aggressive,No,No,Normal,11457211,8.38,13.94,59,Partially Ready
779,36,68,4071881,339323,819023,1033531,4937631,2284211,2670304,899026,105586,998202,951213,31347,47028,6755502,130145,1,Conservative,No,Yes,High,18240218,5.18,10.84,46,Not Ready
780,31,52,1733950,144495,6104862,469569,2930172,1375272,2826470,333902,22593,3299715,1423435,43224,206910,248842,87831,0,Aggressive,No,No,Normal,2544848,6.7,11.13,66,Partially Ready
781,55,70,1761419,146784,2491194,1196673,1163869,1373183,2381806,834520,119727,4984268,82700,36538,295105,4504975,61661,2,Aggressive,Yes,Yes,Normal,1367959,6.15,12.26,64,Partially Ready
782,43,51,2227694,185641,18245975,908383,2103622,2128027,1224181,1359731,34075,2500956,1850718,39688,192063,8593384,145107,2,Moderate,No,No,Normal,14911112,7.15,12.53,58,Partially Ready
783,27,61,1801915,150159,7944717,1140785,3369312,1877283,1637859,1001602,51377,4523725,1612934,43039,112916,439863,118490,4,Conservative,No,No,High,13000820,5.37,13.46,81,Ready
784,56,63,3961330,330110,17022016,1042758,1291135,3510821,543110,671332,135296,4838584,411363,32368,35017,8927838,83428,5,Conservative,Yes,No,Normal,9137121,7.41,8.0,73,Partially Ready
785,23,61,3572852,297737,12832198,1299267,2783985,2875666,1915267,1193685,10044,256977,1411406,8180,103038,4690860,142021,2,Moderate,No,Yes,High,15558050,4.88,13.23,58,Partially Ready
786,59,67,1945066,162088,4759504,740336,2467625,778835,2677229,517209,34890,4468637,1550551,37752,156165,6566356,58247,4,Conservative,No,No,Normal,8848593,8.33,9.36,59,Partially Ready
787,27,60,1865329,155444,17935862,708602,4054238,746160,1440117,815952,43956,4827171,360410,26453,131209,3729079,90000,2,Conservative,Yes,Yes,High,12489350,6.65,13.47,70,Partially Ready
788,45,50,4407331,367277,17462568,551235,3240343,3982814,2343294,680266,4097,2688057,1585421,31966,165630,4390715,58774,4,Conservative,Yes,Yes,High,16348703,4.04,10.15,64,Partially Ready
789,32,51,1970572,164214,17550065,1477833,2798566,2440988,989931,564414,9880,721505,1758593,23869,125197,6619127,80630,0,Moderate,No,Yes,Normal,7367751,4.44,10.06,49,Not Ready
790,33,61,2099084,174923,14125537,997941,4400032,408432,998868,893911,117264,2661875,96033,1052,154331,2511322,28601,0,Conservative,No,Yes,High,12949078,5.42,13.39,76,Partially Ready
791,55,61,4693290,391107,15917478,1177520,504510,2537854,552114,1002467,1763,2279034,757043,8504,138212,8627780,138093,3,Conservative,Yes,No,High,14061432,6.79,13.37,57,Partially Ready
792,25,60,4548321,379026,13992291,943256,4520745,1854727,1172467,626314,43932,1159465,1033291,46275,192151,8559875,88417,2,Aggressive,No,No,High,10747736,8.92,14.25,54,Partially Ready
793,40,55,4511342,375945,4375060,638670,995373,348034,2907408,897806,87109,213034,285475,410,35658,719322,40879,1,Aggressive,Yes,Yes,Normal,4499922,8.01,10.61,63,Partially Ready
794,29,60,2962350,246862,2373395,436928,46722,1358856,1425768,1007742,8857,4377065,428010,41511,238180,9320516,47749,2,Aggressive,No,No,High,4934266,7.41,9.99,45,Not Ready
795,53,69,2162988,180249,14245951,941630,3699911,3017217,1227539,1348774,108338,1255813,1566363,417,83019,6145395,135086,2,Moderate,Yes,Yes,Normal,5900685,8.92,12.93,62,Partially Ready
796,56,62,1421773,118481,6439559,131943,1059442,839620,2544177,300338,1857,2557430,1308765,6068,45924,6327633,2127,3,Moderate,No,Yes,Normal,18647077,8.43,11.64,53,Partially Ready
797,51,61,503217,41934,17918175,346154,3956577,1694605,2175507,1480938,22830,3825435,371072,11840,198546,8054398,121703,2,Aggressive,No,No,Normal,12814096,5.6,13.23,51,Partially Ready
798,31,68,574255,47854,10969761,298730,756938,2142988,2809278,951212,100247,4645609,505600,47812,68608,6584982,13918,3,Conservative,No,Yes,Normal,15439970,6.75,9.27,65,Partially Ready
799,35,56,4015300,334608,7340368,1183810,4886820,780763,122752,683299,47654,1447402,325460,37791,127249,6911210,44877,2,Aggressive,Yes,No,Normal,18660177,8.78,13.13,55,Partially Ready
800,57,64,2283525,190293,5638954,681789,3050872,2946373,1025596,1211325,141600,1704451,671515,36434,176512,4475796,109543,3,Aggressive,No,Yes,Normal,13289636,4.61,13.07,69,Partially Ready
801,40,57,464083,38673,19211047,697563,2189744,3629889,1064918,1211333,130578,977095,378453,29283,245055,45098,48967,1,Conservative,No,Yes,High,17783187,6.86,11.08,80,Ready
802,53,69,1243828,103652,7238607,1028291,2742041,579968,2430928,1170865,136038,2038659,274031,9780,29721,1653502,35315,5,Conservative,Yes,Yes,Normal,1592018,7.97,10.78,72,Partially Ready
803,38,67,4401571,366797,15673011,1087633,4223334,2121962,2386228,919328,91570,1766521,1453996,48495,210136,8629101,93680,3,Conservative,Yes,Yes,Normal,9432500,4.92,12.46,66,Partially Ready
804,41,57,3553530,296127,2801794,1200967,4813822,1345256,459195,965140,17408,2909902,1751507,10682,125127,9571672,24528,4,Conservative,No,Yes,Normal,10259968,4.11,9.04,52,Partially Ready
805,34,65,2625189,218765,17209098,404438,475538,2567250,823478,10302,108942,3943456,173325,13789,277073,1559093,30191,1,Aggressive,Yes,Yes,Normal,5381620,4.73,8.34,71,Partially Ready
806,29,64,3740264,311688,15704914,1384503,1171343,224409,483040,1270532,23392,972524,236369,25072,226128,1753311,33948,4,Aggressive,Yes,No,Normal,11607121,8.57,8.29,57,Partially Ready
807,55,67,2386027,198835,6692144,1306471,1795910,155285,1231498,1199327,50448,3619252,797512,22106,124262,8995078,3515,5,Moderate,Yes,Yes,High,6010182,7.3,11.19,55,Partially Ready
808,28,52,2686143,223845,812002,1171021,3311685,2622901,2201239,294883,88383,73334,1208860,43576,186253,2258787,39355,0,Aggressive,Yes,No,High,12867314,6.98,10.63,45,Not Ready
809,26,70,310368,25864,7251390,1398696,4772028,2500655,1448036,268861,130169,143349,1628151,6368,134990,7612398,31103,2,Aggressive,No,No,High,10399370,4.71,9.34,57,Partially Ready
810,30,56,526846,43903,8752585,157179,1310053,107565,590750,1010517,14107,3543849,258186,23712,99910,8041495,60504,1,Aggressive,Yes,No,Normal,14569405,6.79,9.95,49,Not Ready
811,49,54,3758968,313247,7707163,272603,1061014,3607147,1180272,1113686,28059,2872178,669904,17108,98151,127128,58153,0,Conservative,Yes,Yes,Normal,12286525,7.51,14.07,70,Partially Ready
812,47,67,4087235,340602,12417026,887491,2585866,2612658,272136,777808,116080,4950309,1419915,22808,210019,4782238,111455,2,Moderate,Yes,Yes,High,15593620,8.22,14.62,78,Partially Ready
813,49,54,1227446,102287,1530542,1163796,498270,3226077,497065,1078319,32148,324894,434570,1746,231306,9291949,60254,0,Moderate,Yes,No,Normal,18366114,4.5,10.79,50,Partially Ready
814,22,66,1117288,93107,12339105,939023,900954,621311,2486162,63925,28359,2874935,1477032,3984,257984,1416584,51245,0,Conservative,Yes,No,Normal,11244745,6.54,10.86,70,Partially Ready
815,27,51,2713614,226134,12167214,1112946,2311462,2063736,1259283,418370,105019,1467843,239507,46141,118050,415909,4569,4,Aggressive,No,No,High,14511122,6.83,9.27,73,Partially Ready
816,60,67,4462210,371850,1046031,428997,1010796,2354086,22928,699951,52157,1680788,1272893,26383,97095,7373187,66642,3,Conservative,Yes,No,Normal,17703189,8.19,14.23,44,Not Ready
817,37,54,4284617,357051,686883,67286,483023,1115703,1690238,869907,111558,840263,651378,21648,28072,1137683,30534,5,Moderate,Yes,No,Normal,759272,4.25,12.12,52,Partially Ready
818,38,68,2279308,189942,18299516,1157700,569961,3441625,2998519,1180530,70662,4816477,6347,20646,145700,1103585,83012,4,Aggressive,Yes,No,High,13354007,7.92,8.3,74,Partially Ready
819,60,69,4434110,369509,7555479,1359010,546254,833256,1943001,1237984,115085,1008964,1706379,27169,215394,9337225,76707,0,Conservative,Yes,No,High,1747662,4.51,14.36,66,Partially Ready
820,53,65,2532830,211069,8379612,489263,1461257,3196877,1351906,916232,47976,1769454,1545533,45146,285211,9914916,75787,4,Moderate,Yes,Yes,High,5641270,6.91,14.38,52,Partially Ready
821,49,58,520678,43389,7242132,979933,427657,2162462,1932491,1133616,44965,886601,186694,26918,43795,2656814,7190,2,Conservative,Yes,Yes,High,19278453,7.15,12.62,52,Partially Ready
822,54,68,4531690,377640,19669710,940740,1229819,3764164,469580,175113,116511,188015,1532927,35225,279057,9859087,75960,0,Aggressive,No,No,High,18055109,8.64,11.56,59,Partially Ready
823,30,55,1308670,109055,15192824,746692,4378402,2152287,977850,1197657,115436,4251749,783913,28682,21047,9044593,45239,4,Conservative,No,No,High,15980482,4.31,8.18,67,Partially Ready
824,27,55,1884728,157060,12809069,1181596,714105,1256427,2498464,845633,23987,704915,1959051,10343,282857,8383312,70887,3,Aggressive,Yes,No,High,19514459,7.96,12.2,48,Not Ready
825,52,67,719643,59970,9013545,90460,4939562,1487473,961910,1496070,30910,2169725,1897338,5795,237047,1887319,92958,4,Aggressive,Yes,Yes,High,9633400,6.14,11.46,58,Partially Ready
826,57,70,2180144,181678,11233924,791437,2969924,448827,1930384,1218516,104374,1524421,614150,41942,38680,7073819,74197,4,Conservative,No,No,Normal,9013556,8.18,10.63,58,Partially Ready
827,50,64,1572462,131038,2222982,931023,97435,641515,2352304,708874,26793,3237459,298507,10473,201421,9730741,63742,4,Aggressive,Yes,Yes,Normal,9022734,8.13,10.85,50,Partially Ready
828,56,67,4768640,397386,16887908,478050,344670,3692389,1828331,288273,67772,3315081,1005633,9918,291409,7468785,17865,0,Conservative,No,Yes,Normal,3889845,6.12,12.36,68,Partially Ready
829,59,70,2382766,198563,12054001,1386597,1369399,3442468,858033,1498907,106792,905638,487900,13981,264094,6838938,111,0,Moderate,No,Yes,High,11255194,5.71,14.87,59,Partially Ready
830,23,55,3322551,276879,9392112,633524,4157326,606683,1099674,261240,25522,3598022,666650,42617,31549,3242173,75799,3,Moderate,Yes,No,High,2292231,5.37,13.51,66,Partially Ready
831,55,62,2470064,205838,19999693,1128771,4808640,3158345,2292695,1322226,10965,4586088,1134646,47807,16495,6722708,121038,2,Conservative,No,No,High,17446688,8.17,9.02,64,Partially Ready
832,28,57,3038444,253203,6247770,827367,3158577,3972781,1111601,1144866,110673,4516458,1294795,16316,222527,9219954,115434,4,Moderate,Yes,No,High,19841823,5.56,11.55,73,Partially Ready
833,38,60,713562,59463,3762663,260291,1130513,3029887,2512841,1425063,47338,491472,1771712,45052,265482,6061877,64591,5,Conservative,No,Yes,Normal,16020934,7.48,10.67,54,Partially Ready
834,27,63,818979,68248,7669178,1249916,4511539,3157079,2328842,828135,54300,3533691,659319,16289,230372,2109953,26216,2,Aggressive,Yes,No,High,357642,6.57,9.82,56,Partially Ready
835,25,50,2826084,235507,4609602,626447,4448922,2434222,1049489,375238,12309,2460524,1930446,24663,211631,4596482,145949,3,Conservative,No,No,High,5530089,7.07,11.02,62,Partially Ready
836,22,59,2940294,245024,14263344,763756,4110663,3172010,1858479,712857,140907,244814,1197914,29531,176754,5350795,57863,4,Conservative,No,Yes,Normal,12499358,4.96,11.54,68,Partially Ready
837,38,62,3498244,291520,4439125,1328615,1546233,3231395,1756297,705707,75809,454598,227328,25984,190113,5822087,60005,5,Moderate,Yes,Yes,Normal,5968935,8.63,8.06,61,Partially Ready
838,31,59,1818706,151558,15214131,897962,4012815,2910635,2754165,993941,81426,3365812,281724,20709,50301,6545522,7274,5,Conservative,Yes,No,High,17998232,4.52,9.24,62,Partially Ready
839,55,70,3556834,296402,2062212,12833,4503427,62973,454443,995277,135337,3322567,1009150,46593,274278,9375601,33515,4,Aggressive,No,No,Normal,9266974,4.98,8.55,54,Partially Ready
840,50,59,3727154,310596,8878916,344163,3565059,319353,617715,232590,43155,448549,427590,34652,146716,3838753,125494,5,Aggressive,No,Yes,High,18692766,5.71,11.01,61,Partially Ready
841,44,70,1716027,143002,12414666,555172,4312215,733283,1299239,268260,32350,4676582,1456925,49229,136928,8446702,85013,2,Conservative,Yes,No,High,10350982,8.39,10.53,61,Partially Ready
842,45,59,4219359,351613,11409490,305433,1650956,3546325,321719,233630,36685,1623607,323304,46722,249592,4789324,140841,3,Aggressive,Yes,No,High,13459495,7.07,13.16,57,Partially Ready
843,35,57,2761803,230150,5632036,1026105,1423723,128786,803746,1164105,141268,3183535,1436723,11122,53155,7964694,92702,0,Conservative,No,Yes,Normal,8654028,7.57,12.59,69,Partially Ready
844,43,70,1930425,160868,1164011,810786,1925558,1363147,2287232,1054954,37965,2237789,1308893,15036,188551,3850679,80106,5,Aggressive,Yes,Yes,High,14882122,4.06,14.0,51,Partially Ready
845,52,65,2704223,225351,17303305,140427,3565029,1448462,722468,584799,66611,2134005,1922647,43910,203462,4389804,68652,1,Aggressive,No,Yes,High,7396166,6.14,13.78,62,Partially Ready
846,50,58,430607,35883,10804147,505253,4997567,517295,616913,1125396,119666,4213926,1074774,43323,148932,9040682,101186,3,Aggressive,Yes,Yes,High,10652938,8.02,11.98,63,Partially Ready
847,52,66,1414383,117865,16134024,219475,2300498,3522148,1884979,1428210,36052,2128970,790295,15240,34099,1502260,141674,2,Conservative,No,Yes,Normal,18781331,7.74,10.67,69,Partially Ready
848,36,68,4070934,339244,5510448,1093588,1975230,999364,2382419,216433,39570,945644,1354909,43223,277127,504718,102733,4,Conservative,Yes,Yes,Normal,5729871,8.6,9.1,68,Partially Ready
849,31,53,675659,56304,3974961,31253,1552851,964771,737061,4430,4267,528740,1450526,34211,217343,7739482,113762,0,Aggressive,No,No,Normal,475946,5.9,8.32,39,Not Ready
850,57,63,2778596,231549,6403559,781548,3218842,3342271,389820,605581,16177,1973267,1882699,36243,166709,5357379,63954,4,Conservative,No,No,High,18566059,7.21,8.6,65,Partially Ready
851,30,56,2941252,245104,10429393,857038,4938386,1327045,2836528,204803,9140,30617,416401,48059,23861,7667926,105978,2,Moderate,No,No,Normal,11220188,8.58,8.02,49,Not Ready
852,23,51,3956692,329724,14574063,1401824,3271003,1770339,1126894,192995,19352,109403,1897895,42421,221038,6223817,78404,5,Conservative,No,Yes,High,18274887,8.34,12.96,58,Partially Ready
853,42,53,3645572,303797,19896818,563849,3937895,175983,2192751,1290116,3943,3081003,1621110,36811,117051,7212466,110019,1,Moderate,No,Yes,High,15505287,6.74,10.06,60,Partially Ready
854,22,66,2263604,188633,18167232,909008,4681095,2329603,2181201,1332276,148308,992483,990859,34677,269434,1218828,95442,3,Conservative,No,No,Normal,19204205,4.15,13.62,81,Ready
855,51,70,3462962,288580,834288,1453773,4988718,992991,530597,46718,22800,1113177,905157,45976,202960,7626119,136833,1,Moderate,Yes,No,Normal,18665533,6.89,13.82,41,Not Ready
856,22,68,3391569,282630,4720783,152755,3867026,1515011,1407668,1070589,82406,987998,965886,31893,254556,4878601,23648,2,Moderate,Yes,Yes,Normal,18280149,7.35,8.97,70,Partially Ready
857,57,64,2651585,220965,3133721,1276225,4967906,1689519,577852,913818,69801,1485003,341246,9234,265362,5608076,134277,5,Moderate,No,No,Normal,3631127,6.94,11.14,60,Partially Ready
858,57,67,2763301,230275,12560716,1019439,380603,1337817,1825015,1060734,33139,24210,1771929,37878,89205,2119441,96251,4,Conservative,Yes,Yes,High,7467120,6.48,8.0,63,Partially Ready
859,43,63,2607781,217315,1823054,963343,1440131,886139,570477,583943,123208,1490029,1055074,10679,187018,4697596,1325,5,Aggressive,Yes,Yes,High,15287540,4.29,11.4,61,Partially Ready
860,37,52,1442945,120245,14132301,152018,3267245,3949346,2274340,782534,1637,4038865,138225,3861,199251,9436483,15466,0,Aggressive,Yes,No,Normal,2991507,4.46,12.02,44,Not Ready
861,42,55,3885321,323776,2763574,91476,3042777,953838,1847963,111652,149294,1142228,418611,2873,32211,7757372,18580,5,Conservative,Yes,No,High,3006609,8.05,12.16,61,Partially Ready
862,54,68,2919413,243284,18900020,1491864,2744994,2932350,1229080,476060,36922,4760425,1094509,30692,231638,9950534,145577,3,Moderate,Yes,No,High,15944986,6.87,14.06,63,Partially Ready
863,29,63,1038958,86579,17319472,296224,3977332,848023,1303818,1129148,21664,1788597,1890994,47536,52079,595954,67585,4,Aggressive,No,Yes,Normal,2405885,5.66,9.08,62,Partially Ready
864,51,70,2789486,232457,7208359,754855,3672955,1073882,2197890,507419,88446,1269900,882223,34730,46706,6805368,71567,5,Moderate,No,Yes,Normal,8534608,8.9,11.05,61,Partially Ready
865,41,67,4522656,376888,6600896,1147482,2547114,741874,1333450,477839,100302,2499094,851217,9037,298216,795791,86729,3,Moderate,Yes,No,High,15165458,5.67,11.12,76,Partially Ready
866,43,61,971605,80967,12271264,832707,1337611,863984,2367982,383301,2551,4983392,71333,35444,189748,5445086,28086,2,Aggressive,Yes,Yes,Normal,3446379,4.21,12.4,45,Not Ready
867,27,53,4181406,348450,17079222,813485,794860,2520890,2880136,40048,37309,2755942,1689132,19328,248405,6527429,14151,5,Conservative,No,No,Normal,10673908,7.43,9.24,65,Partially Ready
868,39,52,1785844,148820,71811,173419,1134418,764373,1836003,657975,148344,2997622,1828554,3900,20544,2649267,109492,0,Conservative,No,Yes,High,7300740,7.8,12.9,53,Partially Ready
869,33,61,2477931,206494,14819135,1328999,2850317,134178,1837363,592486,11488,4129818,209490,29028,115276,2166528,121555,2,Aggressive,No,Yes,Normal,2306635,6.97,8.35,60,Partially Ready
870,25,50,3593958,299496,9708496,1420901,1813883,1275330,51190,426274,31068,25201,581821,22820,81089,527353,56233,5,Moderate,Yes,Yes,High,3247246,6.14,11.55,64,Partially Ready
871,36,70,3125373,260447,5897276,1143877,3012971,1451682,1021862,783915,148657,2856049,307249,2995,204449,6508257,18523,3,Aggressive,Yes,Yes,High,19266055,4.17,10.85,71,Partially Ready
872,49,55,918137,76511,18395393,811298,3684547,2002782,1102128,92460,63343,4017992,1050576,17501,80696,3654144,50815,4,Aggressive,No,Yes,Normal,193250,6.85,10.02,52,Partially Ready
873,47,67,4145977,345498,12699247,329620,2803257,1376116,33763,457108,42121,2918722,1737369,724,53209,8275030,55709,1,Moderate,Yes,No,Normal,15514184,8.93,10.19,64,Partially Ready
874,56,65,1841576,153464,19582469,128237,1566741,2774496,2402003,1473157,39177,1835722,1655233,14504,176331,5553761,24968,0,Aggressive,Yes,No,Normal,12051065,4.35,13.16,56,Partially Ready
875,37,50,4838353,403196,18699078,868230,4281853,1062320,1019114,29243,39706,978516,185359,25167,220826,7450288,57657,0,Moderate,No,No,High,18976811,7.97,12.31,59,Partially Ready
876,57,70,4084500,340375,10897396,1186135,1560851,367953,717192,1244490,111017,2614602,351245,25902,39340,3874616,62985,1,Conservative,Yes,No,High,11968978,6.1,13.63,72,Partially Ready
877,55,62,952110,79342,8634381,968766,3887006,3732629,103448,1457317,33051,9205,1902810,29158,75049,1523943,90243,4,Conservative,Yes,Yes,High,5745482,8.21,9.58,64,Partially Ready
878,28,70,1733753,144479,2315768,739396,4399262,3295365,522161,1095245,128144,35869,1439475,23988,64525,7276863,27896,1,Aggressive,No,No,Normal,19848167,7.86,11.52,56,Partially Ready
879,42,68,4190216,349184,15835520,351229,790176,1601048,2332087,1083732,11654,422315,1573728,22260,138906,8032095,140241,1,Conservative,No,Yes,High,5884054,7.83,12.9,56,Partially Ready
880,54,63,3082491,256874,10485151,112030,805092,2155510,579242,352576,124982,1363262,2556,3537,108130,9247598,56033,5,Conservative,Yes,Yes,Normal,8554442,7.08,11.76,60,Partially Ready
881,27,58,2638279,219856,16400225,584604,1773540,3066632,552302,1100796,28758,553975,883866,23586,117908,171259,33169,1,Conservative,Yes,Yes,High,5108592,7.68,13.14,65,Partially Ready
882,36,54,1395422,116285,14777264,1044438,3012980,3567198,533482,1458469,27062,2044297,782092,47045,116692,695060,34247,0,Moderate,No,No,Normal,196832,6.52,10.93,66,Partially Ready
883,25,61,2236167,186347,14812955,958226,3855394,1492580,1668845,1225915,25153,4506939,470275,8652,52244,384496,42440,5,Aggressive,Yes,No,High,12787605,8.95,8.63,72,Partially Ready
884,60,65,1634806,136233,19580031,1113348,1830140,500513,122354,552957,64996,4540017,1722135,18081,50064,6494449,102729,1,Conservative,No,No,Normal,16913696,4.81,11.97,64,Partially Ready
885,25,61,3704623,308718,18745859,772956,3503787,3529232,1649436,965748,10637,3214218,490456,45903,221570,2566438,22049,2,Moderate,Yes,No,High,8647512,6.85,13.63,65,Partially Ready
886,41,70,603480,50290,14846674,904890,3284276,823539,2872501,642084,49431,1885085,1190244,27317,195244,143212,79246,3,Conservative,Yes,Yes,High,4619434,7.24,10.64,75,Partially Ready
887,49,57,1042053,86837,9965928,307983,2145188,907824,1723589,1395580,36030,2881676,1973081,42896,183066,4472051,39663,4,Aggressive,Yes,No,Normal,13775575,4.51,11.6,53,Partially Ready
888,31,70,2314122,192843,10489954,1491527,709973,2759914,2519875,1197250,99684,2211821,462638,13173,192647,4016833,35121,2,Moderate,Yes,No,Normal,12336311,7.6,14.74,72,Partially Ready
889,56,64,2186705,182225,8288370,546815,1697073,3981920,145686,1446037,63146,650522,165015,46295,206807,8875180,130943,5,Moderate,No,No,High,19015152,6.03,10.62,53,Partially Ready
890,39,65,3075162,256263,15267988,841747,4922657,2986790,1125126,1333217,87950,1672422,756007,15723,243896,6219629,147932,3,Moderate,No,Yes,High,7100183,6.36,14.0,64,Partially Ready
891,39,54,963359,80279,5991926,719863,2395372,1551637,92803,1122996,2076,4804042,696339,40522,175615,8523590,22947,3,Aggressive,Yes,No,High,19417842,8.07,9.3,51,Partially Ready
892,46,63,2834089,236174,15038237,381102,946584,3579622,1004657,28408,118803,2316798,286699,15702,207907,9873413,31106,2,Conservative,No,Yes,Normal,5381909,5.33,10.69,60,Partially Ready
893,48,56,2824949,235412,10677859,647907,1790892,3013164,234195,949601,148523,3461552,461395,43108,255070,3791742,27328,0,Conservative,Yes,No,High,5703999,8.81,12.76,76,Partially Ready
894,31,53,966062,80505,12410121,1151300,3746638,387461,2336149,588987,83449,1312132,438546,23773,161465,2956450,113494,3,Moderate,No,No,Normal,3872478,8.45,11.54,57,Partially Ready
895,53,61,1672381,139365,899432,1450182,4437882,1723532,1432091,309514,58343,3730494,970560,29685,84235,9685565,112715,1,Conservative,No,Yes,Normal,9450188,6.0,10.27,49,Not Ready
